tail_number,company_name,icao24,flight_date,departure_time,arrival_time,flight_duration_min,estDepartureAirport,dep_airport_name,dep_city,dep_country,dep_lat,dep_lon,estArrivalAirport,arr_airport_name,arr_city,arr_country,arr_lat,arr_lon
N561FX,NORDSTROM INC,a72b34,2024-12-09,2024-12-09 22:12:39+00:00,2024-12-09 22:23:20+00:00,10.7,KNUQ,Moffett Federal Airfield,Mountain View,US,37.4161,-122.049004,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188
N561FX,NORDSTROM INC,a72b34,2024-12-09,2024-12-09 16:22:22+00:00,2024-12-09 17:23:15+00:00,60.9,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281,KNUQ,Moffett Federal Airfield,Mountain View,US,37.4161,-122.049004
N561FX,NORDSTROM INC,a72b34,2024-12-09,2024-12-09 00:33:35+00:00,2024-12-09 01:02:51+00:00,29.3,,,,,,,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281
N561FX,NORDSTROM INC,a72b34,2024-12-08,2024-12-08 21:58:20+00:00,2024-12-08 23:33:16+00:00,94.9,KFNL,Northern Colorado Regional Airport,Loveland,US,40.44969,-105.011272,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-08,2024-12-08 18:18:46+00:00,2024-12-08 20:04:45+00:00,106.0,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KFNL,Northern Colorado Regional Airport,Loveland,US,40.44969,-105.011272
N561FX,NORDSTROM INC,a72b34,2024-12-11,2024-12-11 18:43:02+00:00,2024-12-11 19:50:04+00:00,67.0,KCLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498,KBLM,Monmouth Executive Airport,Belmar/Farmingdale,US,40.18690109,-74.12490082
N561FX,NORDSTROM INC,a72b34,2024-12-10,2024-12-10 19:05:56+00:00,2024-12-10 20:52:39+00:00,106.7,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-10,2024-12-10 15:37:07+00:00,2024-12-10 17:24:55+00:00,107.8,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015,KSRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US,27.394631,-82.554359
N561FX,NORDSTROM INC,a72b34,2024-12-10,2024-12-10 00:14:36+00:00,2024-12-10 02:59:29+00:00,164.9,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188,KAUS,Austin Bergstrom International Airport,Austin,US,30.197535,-97.662015
N561FX,NORDSTROM INC,a72b34,2024-12-13,2024-12-13 03:09:48+00:00,2024-12-13 09:09:28+00:00,359.7,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N561FX,NORDSTROM INC,a72b34,2024-12-13,2024-12-13 00:38:28+00:00,2024-12-13 01:21:23+00:00,42.9,KTTN,Trenton Mercer Airport,Ewing Township,US,40.276699,-74.813499,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
N561FX,NORDSTROM INC,a72b34,2024-12-12,2024-12-12 03:13:25+00:00,2024-12-12 03:49:26+00:00,36.0,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297,KTTN,Trenton Mercer Airport,Ewing Township,US,40.276699,-74.813499
N561FX,NORDSTROM INC,a72b34,2024-12-12,2024-12-12 00:42:44+00:00,2024-12-12 01:22:58+00:00,40.2,KBLM,Monmouth Executive Airport,Belmar/Farmingdale,US,40.18690109,-74.12490082,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297
N561FX,NORDSTROM INC,a72b34,2024-12-14,2024-12-14 17:57:34+00:00,2024-12-14 20:11:09+00:00,133.6,KBFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995,KLGB,Long Beach International Airport,Long Beach,US,33.816523,-118.149891
N561FX,NORDSTROM INC,a72b34,2024-12-19,2024-12-19 22:06:26+00:00,2024-12-19 23:39:55+00:00,93.5,KSDL,Scottsdale Airport,Scottsdale,US,33.622898101807,-111.91100311279,KWLW,Willows Glenn County Airport,Willows,US,39.51639938,-122.2180023
N561FX,NORDSTROM INC,a72b34,2024-12-19,2024-12-19 19:15:03+00:00,2024-12-19 20:06:43+00:00,51.7,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002,KSDL,Scottsdale Airport,Scottsdale,US,33.622898101807,-111.91100311279
N561FX,NORDSTROM INC,a72b34,2024-12-18,2024-12-18 22:35:26+00:00,2024-12-18 22:58:59+00:00,23.6,KLGB,Long Beach International Airport,Long Beach,US,33.816523,-118.149891,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002
N561FX,NORDSTROM INC,a72b34,2024-12-21,2024-12-21 14:22:06+00:00,2024-12-21 21:25:14+00:00,423.1,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494,KCRQ,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999
N561FX,NORDSTROM INC,a72b34,2024-12-20,2024-12-20 22:10:43+00:00,2024-12-21 00:12:59+00:00,122.3,,,,,,,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494
N561FX,NORDSTROM INC,a72b34,2024-12-20,2024-12-20 19:25:25+00:00,2024-12-20 20:43:23+00:00,78.0,KOAK,San Francisco Bay Oakland International Airport,Oakland,US,37.720085,-122.221184,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-20,2024-12-20 16:28:16+00:00,2024-12-20 18:10:03+00:00,101.8,KBFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995,KOAK,San Francisco Bay Oakland International Airport,Oakland,US,37.720085,-122.221184
N561FX,NORDSTROM INC,a72b34,2024-12-20,2024-12-20 01:26:55+00:00,2024-12-20 02:42:39+00:00,75.7,98CL,,,,,,KBFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995
N561FX,NORDSTROM INC,a72b34,2024-12-23,2024-12-23 17:05:10+00:00,2024-12-23 18:19:30+00:00,74.3,KSLC,Salt Lake City International Airport,Salt Lake City,US,40.78886,-111.979866,KTUS,Tucson International Airport,Tucson,US,32.115004,-110.938053
N561FX,NORDSTROM INC,a72b34,2024-12-23,2024-12-23 00:50:00+00:00,2024-12-23 01:20:54+00:00,30.9,,,,,,,KSLC,Salt Lake City International Airport,Salt Lake City,US,40.78886,-111.979866
N561FX,NORDSTROM INC,a72b34,2024-12-22,2024-12-22 22:23:07+00:00,2024-12-22 23:46:21+00:00,83.2,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-22,2024-12-22 16:37:36+00:00,2024-12-22 18:24:13+00:00,106.6,,,,,,,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281
N561FX,NORDSTROM INC,a72b34,2024-12-25,2024-12-25 21:51:03+00:00,2024-12-25 22:06:20+00:00,15.3,KCRQ,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002
N561FX,NORDSTROM INC,a72b34,2024-12-24,2024-12-24 20:22:13+00:00,2024-12-24 21:09:46+00:00,47.6,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,KCRQ,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999
N561FX,NORDSTROM INC,a72b34,2024-12-24,2024-12-24 17:13:46+00:00,2024-12-24 18:09:27+00:00,55.7,KTUS,Tucson International Airport,Tucson,US,32.115004,-110.938053,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817
N561FX,NORDSTROM INC,a72b34,2024-12-27,2024-12-27 18:31:25+00:00,2024-12-27 23:55:13+00:00,323.8,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997
N561FX,NORDSTROM INC,a72b34,2024-12-27,2024-12-27 14:45:47+00:00,2024-12-27 17:02:21+00:00,136.6,KVRB,Vero Beach Regional Airport,Vero Beach,US,27.6556,-80.417901,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 20:17:15+00:00,2024-12-26 22:27:49+00:00,130.6,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,FL95,Broocke Air Patch Airport,Winter Beach,US,27.708599090576172,-80.45279693603516
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 17:11:01+00:00,2024-12-26 17:50:41+00:00,39.7,KLCI,Laconia Municipal Airport,Laconia / Gilford,US,43.572701,-71.4189,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 15:34:55+00:00,2024-12-26 16:12:09+00:00,37.2,KHVN,Tweed New Haven Airport,New Haven,US,41.262869,-72.887694,KLCI,Laconia Municipal Airport,Laconia / Gilford,US,43.572701,-71.4189
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 14:47:42+00:00,2024-12-26 15:08:21+00:00,20.6,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KHVN,Tweed New Haven Airport,New Haven,US,41.262869,-72.887694
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 04:34:24+00:00,2024-12-26 08:41:11+00:00,246.8,,,,,,,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N561FX,NORDSTROM INC,a72b34,2024-12-26,2024-12-26 02:01:20+00:00,2024-12-26 03:01:35+00:00,60.2,KSAN,San Diego International Airport,San Diego,US,32.733601,-117.190002,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-29,2024-12-29 17:02:03+00:00,2024-12-29 17:39:31+00:00,37.5,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-29,2024-12-29 13:09:37+00:00,2024-12-29 13:41:50+00:00,32.2,KISM,Kissimmee Gateway Airport,Orlando,US,28.2898006439,-81.4371032715,,,,,,
N561FX,NORDSTROM INC,a72b34,2024-12-28,2024-12-28 17:03:39+00:00,2024-12-28 21:40:00+00:00,276.4,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188,KISM,Kissimmee Gateway Airport,Orlando,US,28.2898006439,-81.4371032715
N561FX,NORDSTROM INC,a72b34,2024-12-28,2024-12-28 00:53:43+00:00,2024-12-28 01:47:14+00:00,53.5,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188
N561FX,NORDSTROM INC,a72b34,2024-12-30,2024-12-30 21:56:39+00:00,2024-12-30 22:27:16+00:00,30.6,,,,,,,KAPA,Centennial Airport,Denver,US,39.57009888,-104.848999
N561FX,NORDSTROM INC,a72b34,2024-12-30,2024-12-30 14:21:47+00:00,2024-12-30 18:25:13+00:00,243.4,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-01,2025-01-01 21:11:09+00:00,2025-01-01 21:38:14+00:00,27.1,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
N561FX,NORDSTROM INC,a72b34,2025-01-01,2025-01-01 16:57:00+00:00,2025-01-01 20:10:26+00:00,193.4,KTEX,Telluride Regional Airport,Telluride,US,37.9538,-107.907997,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949
N561FX,NORDSTROM INC,a72b34,2025-01-01,2025-01-01 14:02:10+00:00,2025-01-01 14:44:48+00:00,42.6,KAPA,Centennial Airport,Denver,US,39.57009888,-104.848999,KTEX,Telluride Regional Airport,Telluride,US,37.9538,-107.907997
N561FX,NORDSTROM INC,a72b34,2025-01-04,2025-01-04 19:01:13+00:00,2025-01-04 21:09:11+00:00,128.0,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-04,2025-01-04 14:39:51+00:00,2025-01-04 17:20:46+00:00,160.9,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-03,2025-01-03 20:18:24+00:00,2025-01-03 21:12:55+00:00,54.5,KCAK,Akron Canton Regional Airport,Akron,US,40.91609954833984,-81.44219970703125,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-03,2025-01-03 16:47:00+00:00,2025-01-03 18:53:57+00:00,127.0,,,,,,,KCAK,Akron Canton Regional Airport,Akron,US,40.91609954833984,-81.44219970703125
N561FX,NORDSTROM INC,a72b34,2025-01-03,2025-01-03 12:44:05+00:00,2025-01-03 15:31:25+00:00,167.3,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,KMKY,Marco Island Executive Airport,Marco Island,US,25.995001,-81.672501
N561FX,NORDSTROM INC,a72b34,2025-01-06,2025-01-06 20:34:38+00:00,2025-01-06 22:31:57+00:00,117.3,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653
N561FX,NORDSTROM INC,a72b34,2025-01-05,2025-01-05 19:32:01+00:00,2025-01-05 22:13:28+00:00,161.4,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494
N561FX,NORDSTROM INC,a72b34,2025-01-05,2025-01-05 17:33:51+00:00,2025-01-05 17:45:27+00:00,11.6,KMIA,Miami International Airport,Miami,US,25.796011,-80.289751,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
N561FX,NORDSTROM INC,a72b34,2025-01-05,2025-01-05 13:57:10+00:00,2025-01-05 16:38:52+00:00,161.7,,,,,,,KMIA,Miami International Airport,Miami,US,25.796011,-80.289751
N561FX,NORDSTROM INC,a72b34,2025-01-18,2025-01-18 19:06:46+00:00,2025-01-18 19:26:40+00:00,19.9,KLVK,Livermore Municipal Airport,Livermore,US,37.6934013367,-121.819999695,KNUQ,Moffett Federal Airfield,Mountain View,US,37.4161,-122.049004
N561FX,NORDSTROM INC,a72b34,2025-01-18,2025-01-18 17:48:05+00:00,2025-01-18 18:26:44+00:00,38.6,,,,,,,63CN,Meadowlark Field,Livermore,US,37.66130065917969,-121.69400024414062
N561FX,NORDSTROM INC,a72b34,2025-01-18,2025-01-18 02:02:00+00:00,2025-01-18 03:35:25+00:00,93.4,,,,,,,KCMA,Camarillo International Airport,Camarillo,US,34.213699,-119.094002
N561FX,NORDSTROM INC,a72b34,2025-01-17,2025-01-17 22:37:42+00:00,2025-01-18 00:15:35+00:00,97.9,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-20,2025-01-20 21:09:56+00:00,2025-01-20 22:02:13+00:00,52.3,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997
N561FX,NORDSTROM INC,a72b34,2025-01-20,2025-01-20 17:19:02+00:00,2025-01-20 18:59:52+00:00,100.8,,,,,,,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N561FX,NORDSTROM INC,a72b34,2025-01-20,2025-01-20 15:40:24+00:00,2025-01-20 16:03:59+00:00,23.6,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-20,2025-01-20 00:22:56+00:00,2025-01-20 02:02:22+00:00,99.4,KOMA,Eppley Airfield,Omaha,US,41.3032,-95.894096,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-19,2025-01-19 21:02:32+00:00,2025-01-19 23:08:53+00:00,126.4,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,KOMA,Eppley Airfield,Omaha,US,41.3032,-95.894096
N561FX,NORDSTROM INC,a72b34,2025-01-19,2025-01-19 18:20:06+00:00,2025-01-19 18:45:29+00:00,25.4,,,,,,,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817
N561FX,NORDSTROM INC,a72b34,2025-01-19,2025-01-19 15:50:05+00:00,2025-01-19 16:11:43+00:00,21.6,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-22,2025-01-22 21:14:00+00:00,2025-01-22 22:09:55+00:00,55.9,KRST,Rochester International Airport,Rochester,US,43.908298,-92.5,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652
N561FX,NORDSTROM INC,a72b34,2025-01-22,2025-01-22 17:12:03+00:00,2025-01-22 18:24:59+00:00,72.9,KCLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498,K55Y,Rushford Municipal Airport - Robert W Bunke Field,Rushford,US,43.8158,-91.830101
N561FX,NORDSTROM INC,a72b34,2025-01-21,2025-01-21 20:33:39+00:00,2025-01-21 21:25:18+00:00,51.6,KJYO,Leesburg Executive Airport,Leesburg,US,39.077999,-77.557503,KCLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498
N561FX,NORDSTROM INC,a72b34,2025-01-21,2025-01-21 15:20:51+00:00,2025-01-21 19:30:59+00:00,250.1,KBLI,Bellingham International Airport,Bellingham,US,48.79280090332031,-122.53800201416016,KJYO,Leesburg Executive Airport,Leesburg,US,39.077999,-77.557503
N561FX,NORDSTROM INC,a72b34,2025-01-24,2025-01-24 19:38:37+00:00,2025-01-24 20:18:23+00:00,39.8,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079
N561FX,NORDSTROM INC,a72b34,2025-01-24,2025-01-24 15:42:36+00:00,2025-01-24 18:23:27+00:00,160.8,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N561FX,NORDSTROM INC,a72b34,2025-01-24,2025-01-24 12:47:27+00:00,2025-01-24 14:00:26+00:00,73.0,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653
N561FX,NORDSTROM INC,a72b34,2025-01-26,2025-01-26 17:46:26+00:00,2025-01-26 20:55:37+00:00,189.2,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,TBPB,Grantley Adams International Airport,Bridgetown,BB,13.074667,-59.491034
N561FX,NORDSTROM INC,a72b34,2025-01-25,2025-01-25 19:41:41+00:00,2025-01-25 21:59:11+00:00,137.5,KPHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
N561FX,NORDSTROM INC,a72b34,2025-01-25,2025-01-25 15:43:51+00:00,2025-01-25 16:43:20+00:00,59.5,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,KPHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096
N561FX,NORDSTROM INC,a72b34,2025-01-28,2025-01-28 18:47:14+00:00,2025-01-28 22:44:47+00:00,237.6,KFRG,Republic Airport,East Farmingdale,US,40.728576,-73.414267,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-01-28,2025-01-28 16:30:20+00:00,2025-01-28 17:00:25+00:00,30.1,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KFRG,Republic Airport,East Farmingdale,US,40.728576,-73.414267
N561FX,NORDSTROM INC,a72b34,2025-01-28,2025-01-28 13:31:16+00:00,2025-01-28 15:00:17+00:00,89.0,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N561FX,NORDSTROM INC,a72b34,2025-01-27,2025-01-27 19:38:23+00:00,2025-01-27 20:31:09+00:00,52.8,KSTP,Saint Paul Downtown Holman Field,Saint Paul,US,44.93479,-93.060036,KPWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US,42.114222,-87.901494
N561FX,NORDSTROM INC,a72b34,2025-01-27,2025-01-27 15:22:46+00:00,2025-01-27 19:00:29+00:00,217.7,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,KSTP,Saint Paul Downtown Holman Field,Saint Paul,US,44.93479,-93.060036
N561FX,NORDSTROM INC,a72b34,2025-01-30,2025-01-30 20:30:51+00:00,2025-01-30 23:33:08+00:00,182.3,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KFCM,Flying Cloud Airport,Minneapolis,US,44.8272018433,-93.4570999146
N561FX,NORDSTROM INC,a72b34,2025-01-30,2025-01-30 17:19:26+00:00,2025-01-30 18:23:29+00:00,64.0,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N561FX,NORDSTROM INC,a72b34,2025-01-30,2025-01-30 01:29:25+00:00,2025-01-30 02:40:26+00:00,71.0,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,38.50899887,-122.8130035,KSNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281
N561FX,NORDSTROM INC,a72b34,2025-01-29,2025-01-29 23:47:23+00:00,2025-01-30 00:01:52+00:00,14.5,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,38.50899887,-122.8130035
N561FX,NORDSTROM INC,a72b34,2025-01-29,2025-01-29 21:22:05+00:00,2025-01-29 22:52:17+00:00,90.2,KSDL,Scottsdale Airport,Scottsdale,US,33.622898101807,-111.91100311279,KSFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821
N561FX,NORDSTROM INC,a72b34,2025-02-01,2025-02-01 18:34:31+00:00,2025-02-01 21:17:19+00:00,162.8,TNCA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
N561FX,NORDSTROM INC,a72b34,2025-02-01,2025-02-01 13:00:22+00:00,2025-02-01 17:05:07+00:00,244.8,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949,TNCA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281
N561FX,NORDSTROM INC,a72b34,2025-01-31,2025-01-31 20:53:04+00:00,2025-01-31 22:29:31+00:00,96.4,KMLI,Quad City International Airport,Moline,US,41.448502,-90.5075,KMMU,Morristown Municipal Airport,Morristown,US,40.799062,-74.414949
N561FX,NORDSTROM INC,a72b34,2025-01-31,2025-01-31 18:30:31+00:00,2025-01-31 19:47:41+00:00,77.2,KCGF,Cuyahoga County Airport,Cleveland,US,41.5651016235,-81.4863967896,KMLI,Quad City International Airport,Moline,US,41.448502,-90.5075
N561FX,NORDSTROM INC,a72b34,2025-01-31,2025-01-31 15:55:51+00:00,2025-01-31 17:13:10+00:00,77.3,KFCM,Flying Cloud Airport,Minneapolis,US,44.8272018433,-93.4570999146,KCGF,Cuyahoga County Airport,Cleveland,US,41.5651016235,-81.4863967896
N561FX,NORDSTROM INC,a72b34,2025-02-03,2025-02-03 02:45:01+00:00,2025-02-03 03:52:40+00:00,67.6,KYIP,Willow Run Airport,Detroit,US,42.2379,-83.530403,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
N561FX,NORDSTROM INC,a72b34,2025-02-02,2025-02-02 22:56:35+00:00,2025-02-03 00:29:17+00:00,92.7,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,KYIP,Willow Run Airport,Detroit,US,42.2379,-83.530403
N561FX,NORDSTROM INC,a72b34,2025-02-02,2025-02-02 19:32:30+00:00,2025-02-02 21:52:26+00:00,139.9,KPBI,Palm Beach International Airport,West Palm Beach,US,26.683201,-80.095596,KTEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
N561FX,NORDSTROM INC,a72b34,2025-02-02,2025-02-02 17:54:37+00:00,2025-02-02 18:06:55+00:00,12.3,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,FD38,Wellington Aero Club Airport,West Palm Beach,US,26.6465,-80.294197
N561FX,NORDSTROM INC,a72b34,2025-02-05,2025-02-05 14:19:54+00:00,2025-02-05 20:34:59+00:00,375.1,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-02-05,2025-02-05 12:31:04+00:00,2025-02-05 13:02:58+00:00,31.9,KMLB,Melbourne Orlando International Airport,Melbourne,US,28.102009,-80.641088,KFXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US,26.1972999573,-80.1707000732
N561FX,NORDSTROM INC,a72b34,2025-02-04,2025-02-04 21:09:25+00:00,2025-02-04 23:21:55+00:00,132.5,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,KMLB,Melbourne Orlando International Airport,Melbourne,US,28.102009,-80.641088
N561FX,NORDSTROM INC,a72b34,2025-02-07,2025-02-07 20:12:33+00:00,2025-02-07 22:39:07+00:00,146.6,KPBI,Palm Beach International Airport,West Palm Beach,US,26.683201,-80.095596,KDUA,Durant Regional Airport - Eaker Field,Durant,US,33.939675,-96.395072
N561FX,NORDSTROM INC,a72b34,2025-02-07,2025-02-07 15:53:32+00:00,2025-02-07 18:01:29+00:00,128.0,KPHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,KF45,North Palm Beach County General Aviation Airport,West Palm Beach,US,26.8444,-80.221298
N561FX,NORDSTROM INC,a72b34,2025-02-07,2025-02-07 02:50:00+00:00,2025-02-07 03:27:33+00:00,37.6,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,KPHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096
N561FX,NORDSTROM INC,a72b34,2025-02-06,2025-02-06 23:30:36+00:00,2025-02-07 01:43:26+00:00,132.8,,,,,,,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
N561FX,NORDSTROM INC,a72b34,2025-02-06,2025-02-06 20:28:34+00:00,2025-02-06 21:37:23+00:00,68.8,,,,,,,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-02-09,2025-02-09 21:34:58+00:00,2025-02-09 23:01:53+00:00,86.9,KBNA,Nashville International Airport,Nashville,US,36.1245,-86.6782,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-02-09,2025-02-09 18:57:49+00:00,2025-02-09 20:01:13+00:00,63.4,KDTS,Destin Executive Airport,Destin,US,30.400101,-86.471497,KBNA,Nashville International Airport,Nashville,US,36.1245,-86.6782
N561FX,NORDSTROM INC,a72b34,2025-02-09,2025-02-09 17:15:16+00:00,2025-02-09 17:38:58+00:00,23.7,,,,,,,KDTS,Destin Executive Airport,Destin,US,30.400101,-86.471497
N561FX,NORDSTROM INC,a72b34,2025-02-09,2025-02-09 14:56:12+00:00,2025-02-09 16:11:24+00:00,75.2,KADS,Addison Airport,Dallas,US,32.9686012268,-96.8364028931,,,,,,
N561FX,NORDSTROM INC,a72b34,2025-02-08,2025-02-08 21:45:24+00:00,2025-02-08 22:58:45+00:00,73.4,KNEW,Lakefront Airport,New Orleans,US,30.042400360107,-90.028297424316,KADS,Addison Airport,Dallas,US,32.9686012268,-96.8364028931
