tail_number,company_name,icao24,flight_date,departure_time,arrival_time,flight_duration_min,estDepartureAirport,dep_airport_name,dep_city,dep_country,dep_lat,dep_lon,estArrivalAirport,arr_airport_name,arr_city,arr_country,arr_lat,arr_lon
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-02-05,2025-02-05 14:16:04+00:00,2025-02-05 14:41:53+00:00,25.8,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KIXD,New Century AirCenter Airport,New Century,US,38.830898,-94.890297
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-02-28,2025-02-28 16:38:41+00:00,2025-02-28 17:07:29+00:00,28.8,,,,,,,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-05,2025-03-05 19:26:40+00:00,2025-03-05 19:58:13+00:00,31.6,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-04,2025-03-04 19:40:35+00:00,2025-03-04 20:11:32+00:00,31.0,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-07,2025-03-07 20:54:10+00:00,2025-03-07 22:02:29+00:00,68.3,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KPDK,DeKalb Peachtree Airport,Atlanta,US,33.87633,-84.30213
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-09,2025-03-09 20:53:51+00:00,2025-03-09 21:23:22+00:00,29.5,,,,,,,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-11,2025-03-11 21:21:06+00:00,2025-03-11 22:10:01+00:00,48.9,,,,,,,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-11,2025-03-11 13:14:16+00:00,2025-03-11 14:05:28+00:00,51.2,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,,,,,,
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-13,2025-03-13 18:25:05+00:00,2025-03-13 20:39:19+00:00,134.2,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KOPF,Miami-Opa Locka Executive Airport,Miami,US,25.907,-80.278397
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-14,2025-03-14 01:12:04+00:00,2025-03-14 04:17:31+00:00,185.4,KOPF,Miami-Opa Locka Executive Airport,Miami,US,25.907,-80.278397,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
