Date,FWONA,NWL,WDAY,^GSPC
2024-02-26,61.349998474121094,6.4335856437683105,307.2099914550781,5069.52978515625
2024-02-27,62.15999984741211,6.61329460144043,295.04998779296875,5078.18017578125
2024-02-28,62.810001373291016,6.622365951538086,295.1600036621094,5069.759765625
2024-02-29,65.55000305175781,6.8038010597229,294.6600036621094,5096.27001953125
2024-03-01,65.94000244140625,6.8491597175598145,291.9200134277344,5137.080078125
2024-03-04,66.33000183105469,6.8491597175598145,273.0199890136719,5130.9501953125
2024-03-05,65.23999786376953,6.740298748016357,266.739990234375,5078.64990234375
2024-03-06,63.439998626708984,6.776585102081299,266.92999267578125,5104.759765625
2024-03-07,63.9900016784668,7.012450695037842,264.739990234375,5157.35986328125
2024-03-08,63.959999084472656,7.130383014678955,264.32000732421875,5123.68994140625
2024-03-11,64.02999877929688,6.8763747215271,266.7200012207031,5117.93994140625
2024-03-12,63.61000061035156,6.948948860168457,271.2099914550781,5175.27001953125
2024-03-13,62.54999923706055,7.103167533874512,269.7300109863281,5165.31005859375
2024-03-14,61.810001373291016,7.003378391265869,272.0400085449219,5150.47998046875
2024-03-15,60.849998474121094,7.420679569244385,268.2699890136719,5117.08984375
2024-03-18,59.59000015258789,6.948948860168457,272.6000061035156,5149.419921875
2024-03-19,60.029998779296875,6.903590679168701,273.239990234375,5178.509765625
2024-03-20,59.97999954223633,7.0668816566467285,276.4100036621094,5224.6201171875
2024-03-21,59.65999984741211,6.985235214233398,276.489990234375,5241.52978515625
2024-03-22,59.220001220703125,6.948948860168457,277.5,5234.18017578125
2024-03-25,59.540000915527344,6.9761643409729,275.67999267578125,5218.18994140625
2024-03-26,60.290000915527344,6.713083267211914,277.3800048828125,5203.580078125
2024-03-27,59.70000076293945,7.139455795288086,273.6199951171875,5248.490234375
2024-03-28,58.7400016784668,7.28460168838501,272.75,5254.35009765625
2024-04-01,58.599998474121094,7.112240314483643,272.44000244140625,5243.77001953125
2024-04-02,59.25,6.89451789855957,271.6600036621094,5205.81005859375
2024-04-03,59.7599983215332,6.840087890625,268.8299865722656,5211.490234375
2024-04-04,59.95000076293945,6.7584428787231445,269.0799865722656,5147.2099609375
2024-04-05,60.84000015258789,6.558863639831543,268.32000732421875,5204.33984375
2024-04-08,61.560001373291016,6.7584428787231445,268.6099853515625,5202.39013671875
2024-04-09,61.22999954223633,6.903590679168701,271.1000061035156,5209.91015625
2024-04-10,59.689998626708984,6.649581432342529,266.8599853515625,5160.64013671875
2024-04-11,61.22999954223633,6.704011917114258,268.4700012207031,5199.06005859375
2024-04-12,59.4900016784668,6.459074974060059,263.69000244140625,5123.41015625
2024-04-15,60.130001068115234,6.4500041007995605,259.6300048828125,5061.81982421875
2024-04-16,60.040000915527344,6.304855823516846,257.69000244140625,5051.41015625
2024-04-17,59.65999984741211,6.286712169647217,257.0199890136719,5022.2099609375
2024-04-18,59.65999984741211,6.268568515777588,255.63999938964844,5011.1201171875
2024-04-19,60.529998779296875,6.241353511810303,252.22000122070312,4967.22998046875
2024-04-22,61.130001068115234,6.295783996582031,253.52999877929688,5010.60009765625
2024-04-23,62.349998474121094,6.468146800994873,256.82000732421875,5070.5498046875
2024-04-24,61.689998626708984,6.386501312255859,255.74000549316406,5071.6298828125
2024-04-25,61.38999938964844,6.295783996582031,254.05999755859375,5048.419921875
2024-04-26,61.630001068115234,7.0668816566467285,251.0399932861328,5099.9599609375
2024-04-29,62.27000045776367,7.302746772766113,248.77000427246094,5116.169921875
2024-04-30,62.27000045776367,7.2029571533203125,244.72999572753906,5035.68994140625
2024-05-01,63.0099983215332,7.030593395233154,244.9600067138672,5018.39013671875
2024-05-02,63.119998931884766,6.930805206298828,250.85000610351562,5064.2001953125
2024-05-03,62.88999938964844,6.948948860168457,255.77999877929688,5127.7900390625
2024-05-06,62.95000076293945,7.057809352874756,249.91000366210938,5180.740234375
2024-05-07,64.30999755859375,7.221100330352783,249.42999267578125,5187.7001953125
2024-05-08,64.26000213623047,7.302746772766113,249.6300048828125,5187.669921875
2024-05-09,63.66999816894531,7.466037273406982,245.9600067138672,5214.080078125
2024-05-10,62.63999938964844,7.339033126831055,246.33999633789062,5222.68017578125
2024-05-13,61.779998779296875,7.475109577178955,247.0800018310547,5221.419921875
2024-05-14,62.70000076293945,7.901479721069336,246.8800048828125,5246.68017578125
2024-05-15,63.2599983215332,7.6111860275268555,251.30999755859375,5308.14990234375
2024-05-16,65.0,7.593040943145752,256.57000732421875,5297.10009765625
2024-05-17,65.81999969482422,7.357176303863525,257.92999267578125,5303.27001953125
2024-05-20,66.08000183105469,7.456965923309326,259.5,5308.1298828125
2024-05-21,66.41000366210938,7.456965923309326,258.8599853515625,5321.41015625
2024-05-22,65.83000183105469,7.239243984222412,259.8800048828125,5307.009765625
2024-05-23,65.0,7.121311664581299,260.8999938964844,5267.83984375
2024-05-24,65.69000244140625,7.130383014678955,220.91000366210938,5304.72021484375
2024-05-28,66.47000122070312,6.994307518005371,215.44000244140625,5306.0400390625
2024-05-29,66.94999694824219,6.685868740081787,211.5800018310547,5266.9501953125
2024-05-30,67.87000274658203,6.776585102081299,207.44000244140625,5235.47998046875
2024-05-31,68.41000366210938,7.069627285003662,211.4499969482422,5277.509765625
2024-06-03,69.69999694824219,6.99636697769165,210.8300018310547,5283.39990234375
2024-06-04,68.7300033569336,6.868160724639893,211.1199951171875,5291.33984375
2024-06-05,68.1500015258789,6.840688228607178,212.4600067138672,5354.02978515625
2024-06-06,65.56999969482422,6.831530570983887,214.9499969482422,5352.9599609375
2024-06-07,65.5,6.749112606048584,215.55999755859375,5346.990234375
2024-06-10,65.4000015258789,6.758270263671875,212.72999572753906,5360.7900390625
2024-06-11,65.12999725341797,6.749112606048584,214.1300048828125,5375.31982421875
2024-06-12,64.7699966430664,6.739956378936768,210.92999267578125,5421.02978515625
2024-06-13,64.70999908447266,6.446914196014404,207.0800018310547,5433.740234375
2024-06-14,65.43000030517578,6.382810592651367,209.47999572753906,5431.60009765625
2024-06-17,66.0199966430664,6.208817481994629,212.4600067138672,5473.22998046875
2024-06-18,66.04000091552734,6.062296390533447,207.69000244140625,5487.02978515625
2024-06-20,65.56999969482422,5.979879856109619,214.58999633789062,5473.169921875
2024-06-21,65.37000274658203,6.135556221008301,219.08999633789062,5464.6201171875
2024-06-24,64.83000183105469,6.117242813110352,218.6999969482422,5447.8701171875
2024-06-25,65.5999984741211,5.824200630187988,217.3800048828125,5469.2998046875
2024-06-26,64.91000366210938,5.842515468597412,216.77999877929688,5477.89990234375
2024-06-27,64.94999694824219,5.750940799713135,223.36000061035156,5482.8701171875
2024-06-28,64.2300033569336,5.869988441467285,223.55999755859375,5460.47998046875
2024-07-01,63.2599983215332,5.796727657318115,224.72000122070312,5475.08984375
2024-07-02,64.62999725341797,5.7692551612854,226.75999450683594,5509.009765625
2024-07-03,65.11000061035156,5.741782188415527,225.5500030517578,5537.02001953125
2024-07-05,64.77999877929688,5.549474239349365,229.1300048828125,5567.18994140625
2024-07-08,65.91999816894531,5.641049861907959,226.5399932861328,5572.85009765625
2024-07-09,65.47000122070312,5.256432056427002,223.08999633789062,5576.97998046875
2024-07-10,66.27999877929688,5.247275352478027,223.0800018310547,5633.91015625
2024-07-11,66.80999755859375,5.567789077758789,226.80999755859375,5584.5400390625
2024-07-12,68.62000274658203,5.6959943771362305,230.02000427246094,5615.35009765625
2024-07-15,70.16999816894531,5.750940799713135,232.47000122070312,5631.22021484375
2024-07-16,71.83000183105469,6.098926544189453,235.6300048828125,5667.2001953125
2024-07-17,70.3499984741211,6.172187328338623,231.6300048828125,5588.27001953125
2024-07-18,70.91999816894531,5.979879856109619,230.5800018310547,5544.58984375
2024-07-19,71.94000244140625,5.869988441467285,227.49000549316406,5505.0
2024-07-22,72.12999725341797,5.879145622253418,228.99000549316406,5564.41015625
2024-07-23,73.66999816894531,5.778412818908691,226.0399932861328,5555.740234375
2024-07-24,72.86000061035156,5.7692551612854,220.52000427246094,5427.1298828125
2024-07-25,72.22000122070312,5.8058857917785645,227.0800018310547,5399.22021484375
2024-07-26,73.80999755859375,8.159374237060547,228.63999938964844,5459.10009765625
2024-07-29,74.04000091552734,8.058643341064453,227.1300048828125,5463.5400390625
2024-07-30,74.52999877929688,7.994539260864258,226.47999572753906,5436.43994140625
2024-07-31,73.97000122070312,7.866333484649658,227.1199951171875,5522.2998046875
2024-08-01,71.54000091552734,7.646553039550781,222.5800018310547,5446.68017578125
2024-08-02,70.55000305175781,7.545819282531738,214.86000061035156,5346.56005859375
2024-08-05,69.1500015258789,7.344354152679443,207.75,5186.330078125
2024-08-06,69.80000305175781,6.9505791664123535,211.25,5240.02978515625
2024-08-07,70.66000366210938,6.611749172210693,210.2100067138672,5199.5
2024-08-08,67.4000015258789,6.767428398132324,212.17999267578125,5319.31005859375
2024-08-09,67.37000274658203,6.492702007293701,211.9499969482422,5344.16015625
2024-08-12,68.30000305175781,6.263763427734375,210.57000732421875,5344.39013671875
2024-08-13,69.66999816894531,6.520174026489258,216.38999938964844,5434.43017578125
2024-08-14,70.08000183105469,6.346181392669678,222.83999633789062,5455.2099609375
2024-08-15,69.8499984741211,6.712482929229736,231.55999755859375,5543.22021484375
2024-08-16,70.22000122070312,6.712482929229736,231.74000549316406,5554.25
2024-08-19,71.69000244140625,6.776585102081299,232.6300048828125,5608.25
2024-08-20,72.26000213623047,6.721639633178711,232.4600067138672,5597.1201171875
2024-08-21,70.97000122070312,6.804058074951172,233.50999450683594,5620.85009765625
2024-08-22,70.1500015258789,6.685009956359863,231.0800018310547,5570.64013671875
2024-08-23,70.44000244140625,6.776585102081299,259.95001220703125,5634.60986328125
2024-08-26,69.79000091552734,6.639223098754883,260.3699951171875,5616.83984375
2024-08-27,69.9800033569336,6.538488864898682,264.67999267578125,5625.7998046875
2024-08-28,69.77999877929688,6.529332637786865,260.29998779296875,5592.18017578125
2024-08-29,70.2300033569336,6.630064487457275,262.3599853515625,5591.9599609375
2024-08-30,70.62000274658203,6.556089878082275,263.19000244140625,5648.39990234375
2024-09-03,69.73999786376953,6.676299571990967,260.32000732421875,5528.93017578125
2024-09-04,70.37000274658203,6.962954998016357,258.6000061035156,5520.06982421875
2024-09-05,69.86000061035156,7.027683734893799,255.7899932861328,5503.41015625
2024-09-06,69.62000274658203,7.036931037902832,254.60000610351562,5408.419921875
2024-09-09,69.18000030517578,6.565336227416992,253.52000427246094,5471.0498046875
2024-09-10,69.66999816894531,6.546842575073242,255.5800018310547,5495.52001953125
2024-09-11,69.36000061035156,6.741028785705566,255.6199951171875,5554.1298828125
2024-09-12,69.76000213623047,6.870485782623291,251.19000244140625,5595.759765625
2024-09-13,70.02999877929688,7.240363597869873,250.0500030517578,5626.02001953125
2024-09-16,72.04000091552734,7.147894382476807,249.2100067138672,5633.08984375
2024-09-17,71.98999786376953,6.907473564147949,248.1199951171875,5634.580078125
2024-09-18,71.63999938964844,6.778016090393066,248.47000122070312,5618.259765625
2024-09-19,72.80000305175781,6.916721343994141,247.42999267578125,5713.64013671875
2024-09-20,71.56999969482422,6.879732608795166,248.2899932861328,5702.5498046875
2024-09-23,70.98999786376953,6.704041004180908,245.02999877929688,5718.56982421875
2024-09-24,71.56999969482422,6.546842575073242,246.9499969482422,5732.93017578125
2024-09-25,70.94999694824219,6.491360187530518,243.3699951171875,5722.259765625
2024-09-26,71.91000366210938,6.907473564147949,245.42999267578125,5745.3701171875
2024-09-27,72.29000091552734,7.05542516708374,243.6199951171875,5738.169921875
2024-09-30,71.52999877929688,7.101659297943115,244.41000366210938,5762.47998046875
2024-10-01,70.37000274658203,6.962954998016357,240.66000366210938,5708.75
2024-10-02,70.86000061035156,6.935214519500732,237.14999389648438,5709.5400390625
2024-10-03,70.4000015258789,6.796510219573975,240.94000244140625,5699.93994140625
2024-10-04,71.02999877929688,6.916721343994141,242.35000610351562,5751.06982421875
2024-10-07,68.6500015258789,6.768769264221191,235.47000122070312,5695.93994140625
2024-10-08,69.18000030517578,6.796510219573975,239.47000122070312,5751.1298828125
2024-10-09,70.62999725341797,6.851991653442383,240.77000427246094,5792.0400390625
2024-10-10,71.13999938964844,6.944461345672607,245.16000366210938,5780.0498046875
2024-10-11,72.5,7.027683734893799,240.89999389648438,5815.02978515625
2024-10-14,72.87999725341797,6.907473564147949,242.47000122070312,5859.85009765625
2024-10-15,73.88999938964844,6.925966739654541,244.8300018310547,5815.259765625
2024-10-16,74.08999633789062,7.147894382476807,240.22000122070312,5842.47021484375
2024-10-17,74.26000213623047,7.101659297943115,243.27000427246094,5841.47021484375
2024-10-18,74.31999969482422,7.277350902557373,244.47999572753906,5864.669921875
2024-10-21,73.16000366210938,7.138647079467773,243.75,5853.97998046875
2024-10-22,73.95999908447266,6.962954998016357,246.75999450683594,5851.2001953125
2024-10-23,72.98999786376953,6.768769264221191,242.0399932861328,5797.419921875
2024-10-24,73.4800033569336,6.639312267303467,236.82000732421875,5809.85986328125
2024-10-25,73.4800033569336,8.072588920593262,237.7100067138672,5808.1201171875
2024-10-28,74.44999694824219,8.812346458435059,234.9499969482422,5823.52001953125
2024-10-29,75.1500015258789,8.313009262084961,238.6300048828125,5832.919921875
2024-10-30,74.70999908447266,8.294515609741211,238.27999877929688,5813.669921875
2024-10-31,74.23999786376953,8.137317657470703,233.85000610351562,5705.4501953125
2024-11-01,74.77999877929688,8.128071784973145,239.1199951171875,5728.7998046875
2024-11-04,74.02999877929688,8.081836700439453,241.13999938964844,5712.68994140625
2024-11-05,75.16999816894531,8.183554649353027,241.25,5782.759765625
2024-11-06,76.73999786376953,8.15581226348877,251.8000030517578,5929.0400390625
2024-11-07,73.98999786376953,8.423974990844727,257.9800109863281,5973.10009765625
2024-11-08,75.0,8.525691032409668,256.5400085449219,5995.5400390625
